danceability,key,mode,time_signature,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,popularity,genre
0.721,7,1,4,0.32,-12.914,0.0414,0.0442,1.68e-4,0.0537,0.873,166.305,212666,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.18518518518518517,0.25925925925925924,22,Rock
0.544,2,1,4,0.72,-11.206,0.053900000000000003,0.244,0,0.203,0.528,91.797,198666,0.13636363636363635,0.06060606060606061,0.10606060606060606,0.12121212121212122,0.07575757575757576,0.09090909090909091,0.030303030303030304,0.07575757575757576,0.16666666666666666,0.13636363636363635,22,Rock
0.569,7,1,4,0.325,-13.965,0.0268,0.605,0,0.0941,0.361,80.673,212760,0.07407407407407407,0.07407407407407407,0.09259259259259259,0.09259259259259259,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.09259259259259259,0.12962962962962962,0.18518518518518517,24,Rock
0.605,2,1,4,0.558,-12.031,0.033,0.0683,1.41e-4,0.0389,0.632,138.411,231560,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,22,Rock
0.393,2,1,4,0.401,-13.498,0.0277,0.145,0,0.0705,0.128,81.19,271573,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.19230769230769232,0,0.038461538461538464,0.11538461538461539,0.19230769230769232,0.19230769230769232,25,Rock
0.822,1,0,4,0.335,-12.71,0.127,0.325,9.57e-4,0.201,0.9,73.77,209026,0.08823529411764706,0.14705882352941177,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.20588235294117646,42,Rock
0.743,9,1,4,0.328,-11.976,0.0403,0.0466,1.47e-5,0.068,0.573,100.121,229360,0.09523809523809523,0,0,0.09523809523809523,0.09523809523809523,0.19047619047619047,0,0.09523809523809523,0.23809523809523808,0.19047619047619047,19,Rock
0.498,9,0,4,0.726,-13.483,0.0465,9.15e-5,0.318,0.478,0.423,91.714,88973,0,0,0,0,0,0,0,1,0,0,13,Rock
0.591,9,1,4,0.356,-20.783,0.0823,0.129,0.754,0.307,0.112,113.005,165000,0,0,0,0,0,0,0,0,0,0,12,Rock
0.628,9,1,4,0.714,-10.107,0.0384,0.183,0,0.161,0.802,137.73,169173,0.11538461538461539,0.09615384615384616,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.09615384615384616,0.038461538461538464,0.038461538461538464,0.21153846153846154,0.1346153846153846,28,Rock
0.775,2,1,4,0.356,-13.842,0.238,0.263,0,0.0367,0.659,135.271,232773,0.14285714285714285,0.05714285714285714,0.08571428571428572,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.14285714285714285,0.17142857142857143,29,Rock
0.528,9,1,4,0.377,-12.761,0.0272,0.596,0,0.0671,0.245,80.333,213200,0.09803921568627451,0.09803921568627451,0.058823529411764705,0.0392156862745098,0.1568627450980392,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.11764705882352941,0.21568627450980393,27,Rock
0.681,9,0,4,0.78,-11.03,0.0395,0.00716,0.00331,0.0862,0.893,136.757,170893,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0,0.08333333333333333,0,0,0.3333333333333333,0,23,Rock
0.343,2,1,4,0.761,-9.209,0.0796,0.0657,0.00227,0.494,0.35,137.11,212200,0.09375,0.0625,0.11458333333333333,0.10416666666666667,0.08333333333333333,0.07291666666666667,0.07291666666666667,0.07291666666666667,0.20833333333333334,0.11458333333333333,29,Rock
0.339,8,1,4,0.668,-10.425,0.0401,0.376,0,0.431,0.646,88.91,88906,0.038461538461538464,0.09615384615384616,0.057692307692307696,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.019230769230769232,0.15384615384615385,0.19230769230769232,0.21153846153846154,30,Rock
0.44,0,1,3,0.709,-10.264,0.0338,0.0276,0,0.701,0.671,128.265,127226,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0.05555555555555555,0.1111111111111111,0.19444444444444445,30,Rock
0.547,7,0,4,0.384,-12.599,0.0734,0.555,0,0.804,0.371,92.635,222293,0.05,0.075,0.05,0.075,0.175,0.1,0.025,0.075,0.125,0.25,27,Rock
0.6,7,1,4,0.743,-8.937,0.16,0.486,5.12e-6,0.0665,0.595,153.04,180640,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,27,Rock
0.593,3,1,4,0.244,-14.191,0.0268,0.371,0,0.175,0.238,80.792,193506,0.08695652173913043,0,0.06521739130434782,0.1956521739130435,0.08695652173913043,0.17391304347826086,0.043478260869565216,0.021739130434782608,0.2391304347826087,0.08695652173913043,31,Rock
0.437,2,1,4,0.648,-10.163,0.0545,3.71e-4,0.00172,0.205,0.677,140.383,255426,0.10869565217391304,0.10869565217391304,0.10869565217391304,0.10869565217391304,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.08695652173913043,0.10869565217391304,0.15217391304347827,27,Rock
0.303,11,0,4,0.885,-8.545,0.212,0.00554,7.18e-5,0.225,0.486,145.41,203026,0.10256410256410256,0.15384615384615385,0.02564102564102564,0.05128205128205128,0.10256410256410256,0.05128205128205128,0.05128205128205128,0.10256410256410256,0.15384615384615385,0.20512820512820512,26,Rock
0.52,2,1,4,0.347,-12.639,0.0323,0.368,1.94e-6,0.204,0.519,115.234,148866,0.037037037037037035,0.25925925925925924,0,0.037037037037037035,0.18518518518518517,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.14814814814814814,26,Rock
0.836,0,1,4,0.476,-11.369,0.309,0.0935,0.00647,0.0657,0.86,113.917,208800,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.125,0.08333333333333333,0.25,24,Rock
0.537,9,1,4,0.315,-14.876,0.0293,0.034,0,0.109,0.24,107.634,194666,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.1388888888888889,25,Rock
0.363,0,1,4,0.58,-10.467,0.0599,0.0173,1.88e-4,0.0832,0.526,174.293,254826,0.075,0.125,0.125,0.075,0.075,0.125,0.025,0.075,0.175,0.125,24,Rock
0.483,5,1,4,0.0568,-16.116,0.0351,0.75,9.47e-5,0.142,0.272,87.856,189973,0.034482758620689655,0.20689655172413793,0,0.034482758620689655,0.1724137931034483,0.034482758620689655,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.20689655172413793,33,Rock
0.579,0,1,4,0.695,-10.812,0.0507,0.205,2.45e-4,0.51,0.324,89.818,183466,0.1875,0.0625,0.125,0.125,0,0.0625,0,0,0.4375,0,28,Rock
0.617,4,1,4,0.636,-11.376,0.0269,0.507,5.25e-4,0.455,0.692,129.323,186800,0.03225806451612903,0.22580645161290322,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.12903225806451613,0.22580645161290322,26,Rock
0.861,2,1,4,0.339,-15.253,0.0474,0.287,7.69e-4,0.216,0.93,120.626,185560,0.07317073170731707,0.024390243902439025,0.17073170731707318,0.12195121951219512,0.07317073170731707,0.0975609756097561,0.04878048780487805,0.04878048780487805,0.17073170731707318,0.17073170731707318,29,Rock
0.292,3,1,3,0.14,-20.278,0.0403,0.945,1.05e-4,0.11,0.0779,94.388,308733,0.12195121951219512,0.07317073170731707,0.07317073170731707,0.12195121951219512,0.07317073170731707,0.17073170731707318,0.07317073170731707,0.024390243902439025,0.1951219512195122,0.07317073170731707,32,Rock
0.481,9,1,4,0.585,-11.256,0.0396,0.241,0,0.284,0.297,116.721,213506,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.05714285714285714,0.17142857142857143,0.08571428571428572,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.17142857142857143,26,Rock
0.301,10,1,3,0.242,-12.98,0.034,0.588,5.51e-6,0.16,0.375,92.563,294560,0.03125,0.15625,0.03125,0.09375,0.1875,0.0625,0.03125,0.09375,0.125,0.1875,31,Rock
0.524,2,1,4,0.694,-10.989,0.0552,0.143,0.00414,0.347,0.559,134.347,204733,0.061224489795918366,0.1836734693877551,0.04081632653061224,0.04081632653061224,0.14285714285714285,0.08163265306122448,0.08163265306122448,0.10204081632653061,0.10204081632653061,0.16326530612244897,27,Rock
0.276,2,0,4,0.553,-12.219,0.0675,0.118,0,0.128,0.241,142.804,299066,0.12962962962962962,0.018518518518518517,0.09259259259259259,0.12962962962962962,0.07407407407407407,0.09259259259259259,0.037037037037037035,0.07407407407407407,0.24074074074074073,0.1111111111111111,23,Rock
0.539,3,1,4,0.342,-11.478,0.0312,0.621,0,0.0638,0.401,96.302,174293,0.06382978723404255,0.19148936170212766,0.02127659574468085,0.02127659574468085,0.1702127659574468,0.02127659574468085,0.0425531914893617,0.1702127659574468,0.06382978723404255,0.23404255319148937,37,Rock
0.434,2,1,3,0.404,-14.794,0.0335,0.13,0.00136,0.145,0.313,145.381,224800,0.038461538461538464,0.1346153846153846,0.07692307692307693,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.09615384615384616,0.07692307692307693,0.15384615384615385,0.19230769230769232,30,Rock
0.621,3,1,4,0.514,-10.734,0.0532,0.486,6.8e-4,0.101,0.658,131.098,67240,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,33,Rock
0.311,9,1,3,0.841,-10.119,0.0689,0.00465,0.00148,0.313,0.638,118.747,242733,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.06451612903225806,0.0967741935483871,0.0967741935483871,0.12903225806451613,0.1935483870967742,29,Rock
0.439,0,1,4,0.563,-9.249,0.0849,0.296,0,0.504,0.798,167.113,134306,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.20454545454545456,0.022727272727272728,0.045454545454545456,0.11363636363636363,0.045454545454545456,0.29545454545454547,35,Rock
0.383,2,0,4,0.385,-12.286,0.043,0.322,7.67e-5,0.0918,0.179,142.415,501640,0.0625,0.16071428571428573,0.026785714285714284,0.08928571428571429,0.125,0.05357142857142857,0.0625,0.08928571428571429,0.16071428571428573,0.16964285714285715,32,Rock
0.503,6,1,4,0.37,-12.825,0.0376,0.73,1.76e-5,0.369,0.514,183.27,203800,0.038461538461538464,0.15384615384615385,0.057692307692307696,0.057692307692307696,0.1346153846153846,0.057692307692307696,0.07692307692307693,0.17307692307692307,0.07692307692307693,0.17307692307692307,30,Rock
0.262,9,0,4,0.192,-15.038,0.0298,0.74,0,0.156,0.483,79.836,105000,0.034482758620689655,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.06896551724137931,0,0.1724137931034483,0.1724137931034483,0.1724137931034483,30,Rock
0.29,2,1,5,0.0323,-18.549,0.0336,0.867,0,0.133,0.598,82.172,67666,0,0.16666666666666666,0,0,0.08333333333333333,0.25,0,0.08333333333333333,0.25,0.16666666666666666,27,Rock
0.614,3,1,4,0.7,-12.488,0.0303,0.0701,0.00342,0.441,0.927,126.321,109973,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.22727272727272727,0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.045454545454545456,28,Rock
0.449,2,1,4,0.406,-12.042,0.0261,0.36,1.49e-4,0.142,0.376,76.861,249426,0.13333333333333333,0.06666666666666667,0.1,0.06666666666666667,0.1,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.1,24,Rock
0.348,4,0,4,0.465,-17.081,0.0343,0.252,0.0559,0.0695,0.748,115.623,262066,0.0625,0.125,0,0.0625,0.1875,0.125,0.0625,0.0625,0.0625,0.25,23,Rock
0.396,2,1,4,0.661,-12.66,0.0828,0.0191,2.23e-5,0.159,0.876,145.128,243200,0.03125,0.125,0.0625,0.09375,0.125,0.09375,0.0625,0.0625,0.21875,0.125,21,Rock
0.446,0,1,4,0.914,-11.918,0.0589,0.00429,0,0.62,0.608,145.35,168533,0.034482758620689655,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.13793103448275862,0.10344827586206896,0.13793103448275862,0.1724137931034483,13,Rock
0.401,4,0,4,0.425,-16.894,0.0697,0.64,6.29e-4,0.298,0.652,144.902,263560,0.03333333333333333,0.13333333333333333,0,0.03333333333333333,0.16666666666666666,0.1,0.13333333333333333,0.13333333333333333,0.1,0.16666666666666666,25,Rock
0.356,9,1,4,0.586,-11.849,0.131,0.204,0,0.219,0.626,114.956,224506,0,0.0625,0.125,0,0.0625,0.0625,0,0.1875,0.1875,0.3125,22,Rock
0.608,1,1,4,0.668,-12.294,0.106,0.135,0,0.0768,0.657,138.291,199933,0.05263157894736842,0.08771929824561403,0.07017543859649122,0.05263157894736842,0.12280701754385964,0.08771929824561403,0.07017543859649122,0.14035087719298245,0.14035087719298245,0.17543859649122806,22,Rock
0.578,6,1,4,0.386,-11.464,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,0.03125,0.125,0.03125,0.15625,0.125,0.09375,0.03125,0.0625,0.1875,0.15625,69,Rock
0.568,0,1,4,0.891,-5.786,0.0376,8.96e-4,1.37e-4,0.357,0.522,104.954,190226,0,0.17857142857142858,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.07142857142857142,0,0.14285714285714285,0.25,0.17857142857142858,68,Rock
0.572,9,1,4,0.32,-11.841,0.0299,0.962,0.00598,0.165,0.627,120.875,139586,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.13043478260869565,0,0.2608695652173913,0,0,0.30434782608695654,0.043478260869565216,56,Rock
0.617,6,1,4,0.574,-9.768,0.0276,0.23,0.0105,0.0983,0.396,91.769,208453,0.047619047619047616,0.16666666666666666,0.09523809523809523,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.09523809523809523,0.14285714285714285,0.14285714285714285,69,Rock
0.696,5,0,4,0.838,-9.299,0.0361,0.0621,8.42e-5,0.0967,0.66,139.977,191120,0.14,0.06,0.06,0.12,0.08,0.08,0.08,0.08,0.16,0.14,57,Rock
0.562,2,1,4,0.53,-7.665,0.0286,0.0226,0.00419,0.106,0.391,122.92,179453,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.15789473684210525,59,Rock
0.413,5,1,4,0.474,-11.472,0.0328,0.0419,0.508,0.384,0.446,111.01,296813,0.10256410256410256,0.10256410256410256,0.1282051282051282,0.07692307692307693,0.05128205128205128,0.15384615384615385,0.02564102564102564,0.05128205128205128,0.23076923076923078,0.07692307692307693,58,Rock
0.508,9,0,4,0.394,-9.472,0.0252,0.716,0,0.158,0.337,92.055,171053,0,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.13043478260869565,0,0.043478260869565216,0.13043478260869565,0.13043478260869565,0.2608695652173913,62,Rock
0.348,1,0,4,0.442,-7.676,0.0637,0.0971,5.31e-5,0.112,0.0674,198.227,208826,0.05263157894736842,0.10526315789473684,0.10526315789473684,0,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.15789473684210525,52,Rock
0.547,2,1,4,0.639,-6.958,0.117,0.0137,0,0.305,0.399,90.098,161946,0.08888888888888889,0.1111111111111111,0.05555555555555555,0.1,0.06666666666666667,0.07777777777777778,0.07777777777777778,0.1,0.17777777777777778,0.14444444444444443,50,Rock
0.595,5,0,4,0.636,-5.981,0.0312,9.45e-5,0.0529,0.196,0.147,112.008,222666,0.02702702702702703,0.16216216216216217,0.02702702702702703,0,0.1891891891891892,0.08108108108108109,0.05405405405405406,0.13513513513513514,0.08108108108108109,0.24324324324324326,70,Rock
0.575,9,0,4,0.568,-5.509,0.03,0.0484,4.17e-4,0.286,0.37,93.986,206280,0.05714285714285714,0.17142857142857143,0.02857142857142857,0.05714285714285714,0.14285714285714285,0.08571428571428572,0.2,0.02857142857142857,0.08571428571428572,0.14285714285714285,65,Rock
0.534,5,1,4,0.582,-7.912,0.0401,0.047,0.0328,0.0883,0.346,84.183,203666,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.0967741935483871,0.22580645161290322,0.03225806451612903,65,Rock
0.562,0,1,4,0.542,-7.221,0.053,0.00932,0.348,0.635,0.26,78.031,250400,0.14285714285714285,0.11428571428571428,0.02857142857142857,0.17142857142857143,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.22857142857142856,0.08571428571428572,52,Rock
0.584,3,0,4,0.779,-5.656,0.0721,0.259,0.00606,0.28,0.518,94.841,195000,0.07865168539325842,0.07865168539325842,0.056179775280898875,0.07865168539325842,0.12359550561797752,0.0898876404494382,0.07865168539325842,0.10112359550561797,0.15730337078651685,0.15730337078651685,51,Rock
0.551,7,0,4,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.13043478260869565,0.043478260869565216,0.10869565217391304,0.17391304347826086,0.17391304347826086,68,Rock
0.56,5,0,4,0.598,-8.386,0.0388,0.524,0.698,0.172,0.388,82.991,190133,0.06451612903225806,0.1935483870967742,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.16129032258064516,0.06451612903225806,0.06451612903225806,0.16129032258064516,0.12903225806451613,55,Rock
0.677,2,0,4,0.716,-5.791,0.0348,0.209,0.0465,0.248,0.304,83.004,209600,0.05263157894736842,0.12280701754385964,0.03508771929824561,0.10526315789473684,0.12280701754385964,0.07017543859649122,0.05263157894736842,0.12280701754385964,0.08771929824561403,0.22807017543859648,56,Rock
0.582,0,0,4,0.615,-5.98,0.247,0.347,1.82e-4,0.103,0.354,171.907,207960,0.04,0.12,0.04,0.04,0.12,0.08,0.06,0.1,0.12,0.28,49,Rock
0.538,9,0,4,0.742,-6.365,0.0521,0.018,0.014,0.152,0.425,165.951,258226,0.0967741935483871,0.12903225806451613,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.06451612903225806,0.12903225806451613,0.1935483870967742,64,Rock
0.559,0,1,4,0.6,-7.002,0.0248,0.0179,0.0163,0.204,0.299,100.029,197693,0.04,0.04,0.12,0.12,0.12,0.08,0.08,0.04,0.2,0.16,52,Rock
0.7,5,0,4,0.82,-5.499,0.0329,0.238,0.318,0.658,0.667,109.998,167960,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.1,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.2,69,Rock
0.55,2,0,4,0.716,-7.403,0.0399,0.0617,0.00516,0.134,0.273,75.012,205240,0.06666666666666667,0.10666666666666667,0.05333333333333334,0.10666666666666667,0.12,0.09333333333333334,0.08,0.13333333333333333,0.12,0.12,53,Rock
0.589,0,0,4,0.614,-7.528,0.0426,0.0213,0.165,0.31,0.318,119.837,245000,0.04081632653061224,0.10204081632653061,0.02040816326530612,0.08163265306122448,0.12244897959183673,0.10204081632653061,0.04081632653061224,0.14285714285714285,0.12244897959183673,0.22448979591836735,68,Rock
0.414,4,0,4,0.527,-4.749,0.0287,0.00971,5.05e-5,0.145,0.306,120.009,245826,0,0.16666666666666666,0.1,0,0.16666666666666666,0.03333333333333333,0.1,0.13333333333333333,0.06666666666666667,0.23333333333333334,62,Rock
0.484,1,1,4,0.492,-8.656,0.319,0.206,0.00705,0.344,0.244,97.518,263360,0.08860759493670886,0.06329113924050633,0.10126582278481013,0.11392405063291139,0.0759493670886076,0.0759493670886076,0.0379746835443038,0.08860759493670886,0.22784810126582278,0.12658227848101267,48,Rock
0,0,0,0,0,-60,0,0,0,0,0,0,30013,0,0,0,0,0,0,0,0,0,0,49,Rock
0.517,9,0,4,0.779,-5.005,0.0477,0.0258,0,0.0622,0.197,115.206,282640,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.22727272727272727,0.09090909090909091,67,Rock
0.581,4,0,4,0.656,-4.891,0.0294,0.00269,2.78e-6,0.101,0.338,108.033,235160,0.05555555555555555,0.18518518518518517,0.05555555555555555,0.09259259259259259,0.09259259259259259,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.18518518518518517,0.1111111111111111,74,Rock
0.571,9,0,4,0.737,-6.53,0.027,0.0113,4.77e-4,0.3,0.0656,127.975,373373,0.08571428571428572,0.1,0.05714285714285714,0.11428571428571428,0.08571428571428572,0.12857142857142856,0.08571428571428572,0.07142857142857142,0.15714285714285714,0.11428571428571428,60,Rock
0.245,2,0,4,0.64,-7.426,0.0608,0.131,8.11e-6,0.0766,0.105,135.739,255133,0.06666666666666667,0.06666666666666667,0.1,0.06666666666666667,0.13333333333333333,0.1,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2,70,Rock
0.588,10,1,4,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,0.1,0.06666666666666667,0.1,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.2,0.1,87,Rock
0.21,2,0,4,0.499,-9.754,0.0485,0.0687,0.00315,0.773,0.108,74.094,390493,0.0851063829787234,0.10638297872340426,0.0425531914893617,0.02127659574468085,0.1276595744680851,0.0425531914893617,0.06382978723404255,0.10638297872340426,0.1702127659574468,0.23404255319148937,58,Rock
0.488,5,0,4,0.725,-7.692,0.0513,0.178,2.33e-6,0.661,0.309,81.235,244040,0.03125,0.125,0.0625,0.09375,0.09375,0.1875,0,0.0625,0.21875,0.125,58,Rock
0.442,11,0,4,0.652,-8.636,0.0405,0.00235,1.06e-6,0.5,0.18,75.576,184173,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.14285714285714285,56,Rock
0.249,2,0,4,0.492,-7.108,0.0352,0.755,0,0.243,0.34,54.134,262320,0.06666666666666667,0.06666666666666667,0,0.13333333333333333,0.1111111111111111,0.13333333333333333,0.06666666666666667,0.08888888888888889,0.15555555555555556,0.17777777777777778,67,Rock
0.353,7,0,4,0.686,-5.704,0.0534,0.00216,0,0.123,0.177,94.47,205280,0.06172839506172839,0.08641975308641975,0.06172839506172839,0.1111111111111111,0.09876543209876543,0.13580246913580246,0.04938271604938271,0.12345679012345678,0.14814814814814814,0.12345679012345678,71,Rock
0.542,4,1,4,0.734,-7.294,0.247,0.272,0,0.113,0.343,167.997,281333,0.09375,0.13541666666666666,0.0625,0.10416666666666667,0.08333333333333333,0.07291666666666667,0.052083333333333336,0.09375,0.1875,0.11458333333333333,42,Rock
0.723,0,1,4,0.653,-6.319,0.0347,0.0921,0.25,0.0881,0.193,125.444,214586,0.07894736842105263,0.10526315789473684,0.05263157894736842,0.09210526315789473,0.10526315789473684,0.09210526315789473,0.02631578947368421,0.11842105263157894,0.15789473684210525,0.17105263157894737,58,Rock
0.324,6,0,3,0.476,-8.577,0.0418,0.717,0.0591,0.0835,0.104,142.097,357066,0.11428571428571428,0.11428571428571428,0.1,0.07142857142857142,0.07142857142857142,0.1,0.02857142857142857,0.04285714285714286,0.21428571428571427,0.14285714285714285,51,Rock
0.511,9,0,4,0.622,-5.094,0.15,0.14,4.95e-5,0.158,0.296,150.909,267066,0.08536585365853659,0.0975609756097561,0.04878048780487805,0.08536585365853659,0.10975609756097561,0.0975609756097561,0.07317073170731707,0.0975609756097561,0.13414634146341464,0.17073170731707318,56,Rock
0.68,2,1,4,0.602,-6.875,0.198,0.319,3.44e-4,0.103,0.313,82.538,194333,0.14772727272727273,0.045454545454545456,0.10227272727272728,0.06818181818181818,0.07954545454545454,0.13636363636363635,0.011363636363636364,0.056818181818181816,0.23863636363636365,0.11363636363636363,48,Rock
0.751,5,0,4,0.774,-4.97,0.194,0.207,0,0.192,0.496,134.056,216093,0.12903225806451613,0.08064516129032258,0.0967741935483871,0.08064516129032258,0.04838709677419355,0.12903225806451613,0.04838709677419355,0.04838709677419355,0.22580645161290322,0.11290322580645161,54,Rock
0.576,7,0,4,0.632,-8.981,0.204,0.187,1.59e-4,0.529,0.463,158.755,220960,0.0759493670886076,0.1518987341772152,0.05063291139240506,0.11392405063291139,0.10126582278481013,0.0759493670886076,0.05063291139240506,0.10126582278481013,0.13924050632911392,0.13924050632911392,44,Rock
0.728,0,0,4,0.493,-10.198,0.0969,0.311,0.00642,0.318,0.451,134.978,144160,0.14634146341463414,0.07317073170731707,0.07317073170731707,0.0975609756097561,0.07317073170731707,0.12195121951219512,0.07317073170731707,0.04878048780487805,0.1951219512195122,0.0975609756097561,45,Rock
0.359,6,0,4,0.625,-9.387,0.146,0.114,1.9e-5,0.0787,0.154,111.866,234480,0.09433962264150944,0.07547169811320754,0.07547169811320754,0.09433962264150944,0.09433962264150944,0.16981132075471697,0.05660377358490566,0.018867924528301886,0.18867924528301888,0.1320754716981132,60,Rock
0.592,10,0,4,0.727,-5.932,0.0329,0.00106,0.692,0.237,0.0864,92.003,233306,0,0,0,0,0,0.5,0,0,0.5,0,44,Rock
0.516,3,1,4,0.514,-11.138,0.0765,0.673,0,0.101,0.322,109.157,141880,0.09859154929577464,0.09859154929577464,0.056338028169014086,0.09859154929577464,0.056338028169014086,0.11267605633802817,0.056338028169014086,0.09859154929577464,0.15492957746478872,0.16901408450704225,43,Rock
0.377,7,0,4,0.758,-5.717,0.038,0.00181,0.623,0.0702,0.0569,151.917,314826,0,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.3157894736842105,35,Rock
0.349,6,0,4,0.698,-5.676,0.0689,0.00704,0.323,0.336,0.383,167.653,251186,0.08955223880597014,0.13432835820895522,0.05970149253731343,0.1044776119402985,0.05970149253731343,0.08955223880597014,0.08955223880597014,0.07462686567164178,0.19402985074626866,0.1044776119402985,55,Rock
0.613,10,1,4,0.808,-2.851,0.0346,0.0426,0.0159,0.102,0.38,124.037,240426,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.08695652173913043,0,0.043478260869565216,0.13043478260869565,0.13043478260869565,71,Rock
0.485,5,0,4,0.806,-4.78,0.0752,0.0118,0.00101,0.213,0.336,149.828,198773,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.11764705882352941,0,0.058823529411764705,0,0.058823529411764705,0.29411764705882354,0.11764705882352941,37,Rock
0.561,8,0,4,0.844,-2.911,0.0332,0.0358,0.00829,0.362,0.547,124.005,259413,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.14285714285714285,0,0.09523809523809523,0.09523809523809523,0,0.2857142857142857,0.047619047619047616,42,Rock
0.52,7,0,4,0.894,-3.14,0.0274,0.00775,0.375,0.256,0.381,88.109,209493,0.07692307692307693,0.07692307692307693,0,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.02564102564102564,0.10256410256410256,0.1794871794871795,0.20512820512820512,40,Rock
